cid,Name,BirthDate,Height,Weight,YearStart,YearEnd,Position,PositionsPlayed,College,GP,MIN,PTS,FGM,FGA,FGPer,X3PMade,X3PA,X3Per,FTM,FTA,FTPer,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs,RandomSort,School_power,Birth_Month
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,Tony Snell,10-Nov-91,79,200,2014,2018,G-F,2,University of New Mexico,77,16,4.5,1.7,4.4,38.4,0.7,2.3,32,0.4,0.5,75.6,0.2,1.4,1.6,0.9,0.4,0.2,0.6,0,0.49820958,Mid,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,Toby Bailey,19-Nov-75,78,213,1999,2000,G,1,"University of California, Los Angeles",27,9.2,2.9,1.3,3.2,39.5,0,0.2,20,0.3,0.5,69.2,0.9,1.1,2,0.5,0.3,0.1,0.4,0,0.438485553,Power,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,Will Solomon,20-Jul-78,73,185,2002,2009,G,1,Clemson University,62,14.1,5.2,1.8,5.3,34.1,0.7,2.6,28.4,0.8,1.2,67.1,0.2,0.9,1.1,1.5,0.6,0.1,1,0,0.004883438,Power,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,Lorenzen Wright,4-Nov-75,83,225,1997,2009,F-C,2,University of Memphis,77,25.1,7.3,3.1,6.4,48.1,0,0.1,25,1.1,1.9,58.7,2.7,3.4,6.1,0.6,0.6,0.8,1,1,0.014397108,Power,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Chris Washburn,13-May-65,83,225,1987,1988,C,1,North Carolina State University,35,11,3.8,1.6,4.1,39.3,0,0,0,0.5,1.5,35.3,1,1.9,2.9,0.5,0.2,0.2,1.1,0,0.08302236,Power,May
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,Ed Nealy,19-Feb-60,79,238,1983,1993,F,1,Kansas State University,82,20,4.4,1.8,3,59.5,0,0,0,0.9,1.4,61.4,2.1,3.8,5.9,0.8,0.8,0.1,0.6,1,0.049659194,scrappy,Feb
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,DeMar DeRozan,7-Aug-89,79,221,2010,2018,G-F,2,University of Southern California,77,21.6,8.6,3.3,6.6,49.8,0.1,0.2,25,1.9,2.5,76.3,0.9,2,2.9,0.7,0.6,0.2,0.8,1,0.745757562,Mid,Aug
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,Markel Brown,29-Jan-92,75,190,2015,2016,G,1,Oklahoma State University,47,16.6,4.6,1.6,4.5,36.2,0.4,1.4,26.6,1,1.2,82.5,0.3,1.9,2.3,0.8,0.7,0.3,0.6,0,0.964813897,Power,Jan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,K.J. McDaniels,9-Feb-93,78,205,2015,2017,G-F,2,Clemson University,62,21.8,7.9,2.8,7,39.6,0.7,2.4,28.7,1.6,2.1,75.2,1,2.2,3.2,1.2,0.7,1.1,1.7,0,0.532990135,Power,Feb
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,Rondae Hollis-Jefferson,3-Jan-95,79,220,2016,2018,F,1,University of Arizona,29,21.2,5.8,2.2,4.8,45.7,0.1,0.5,28.6,1.3,1.8,71.2,1.3,4,5.3,1.5,1.3,0.6,0.9,0,0.789314201,Power,Jan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,Mark Aguirre,10-Dec-59,78,232,1982,1994,F-G,2,DePaul University,51,28.8,18.7,7.5,16.1,46.5,0.5,1.4,35.2,3.3,4.8,68,1.7,3.1,4.9,3.2,0.7,0.4,2.6,1,0.723627682,Power,Dec
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,Tate George,29-May-68,77,190,1991,1995,G,1,University of Connecticut,56,10.6,3.4,1.4,3.4,41.5,0,0,0,0.6,0.7,80,0.3,0.5,0.8,1.9,0.5,0.1,0.8,0,0.555801727,Power,May
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Ben Uzoh,19-Mar-88,75,205,2011,2012,G,1,University of Tulsa,42,10.4,3.8,1.5,3.4,42.4,0.1,0.2,37.5,0.8,1.3,58.9,0.7,0.7,1.5,1.6,0.3,0.2,0.6,0,0.112311326,Mid,Mar
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,Russell Westbrook,12-Nov-88,75,200,2009,2018,G,1,"University of California, Los Angeles",82,32.5,15.3,5.3,13.4,39.8,0.4,1.6,27.1,4.3,5.2,81.5,2.2,2.7,4.9,5.3,1.3,0.2,3.3,1,0.090941331,Power,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,Robert Horry,25-Aug-70,81,220,1993,2008,F,1,University of Alabama,79,29.5,10.1,4.1,8.6,47.4,0.2,0.6,25.5,1.8,2.5,71.5,1.4,3.5,5,2.4,1,1.1,2,1,0.275789111,Power,Aug
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,George Hill,4-May-86,75,188,2009,2018,G,1,Indiana University-Purdue University Indianapolis,77,16.5,5.7,1.9,4.8,40.3,0.3,0.9,32.9,1.5,1.9,78.1,0.4,1.7,2.1,1.8,0.6,0.3,1,1,0.171356932,scrappy,May
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Bob Hansen,18-Jan-61,78,190,1984,1992,G,1,University of Iowa,55,7.6,2.7,1.2,2.6,44.8,0,0.1,0,0.3,0.5,64.3,0.2,0.6,0.9,0.8,0.3,0.1,0.6,1,0.156671345,Power,Jan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,Lazar Hayward,26-Nov-86,78,225,2011,2013,F,1,Marquette University,42,10,3.8,1.3,3.7,35.7,0.4,1.4,28.3,0.8,1,78.6,0.5,1.1,1.7,0.7,0.3,0.2,0.5,0,0.222190822,Power,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,Keith Smith,9-Mar-64,75,180,1987,1987,G,1,Loyola Marymount University,42,11,3.3,1.4,3.6,38,0.1,0.2,33.3,0.5,0.7,75,0.3,0.5,0.8,1,0.6,0.1,0.7,0,0.585463808,scrappy,Mar
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,Joe Kleine,4-Jan-62,83,255,1986,2000,C,1,University of Arkansas,80,14.8,5.2,2,4.3,46.5,0,0,0,1.2,1.6,72.3,1.4,3.3,4.7,0.6,0.3,0.4,1.3,1,0.24721732,Power,Jan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,Nazr Mohammed,5-Sep-77,82,221,1999,2016,C,1,University of Kentucky,26,4.7,1.6,0.6,1.6,35.7,0,0,0,0.5,0.8,57.1,0.7,0.7,1.4,0.1,0.2,0.1,0.5,1,0.609027836,Power,Sep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,Richard Dumas,19-May-69,79,200,1993,1996,F,1,Oklahoma State University,48,27.5,15.8,6.3,12,52.4,0,0.1,33.3,3.2,4.5,70.7,2.1,2.6,4.6,1.3,1.8,0.8,1.9,0,0.505226849,Power,May
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,Jim Smith,12-Apr-58,81,225,1982,1983,F,1,Ohio State University,72,11.9,2.9,1.2,2.3,50.9,0,0,0,0.5,1.2,45.9,1,1.5,2.5,0.6,0.3,0.7,0.7,0,0.584306386,Power,Apr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,Ish Smith,5-Jul-88,72,175,2011,2018,G,1,Wake Forest University,43,10.3,2.3,1,2.7,37.4,0.1,0.2,30,0.3,0.5,57.1,0.2,0.9,1.1,1.8,0.4,0.1,0.8,1,0.08782689,Power,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,Lynn Greer,23-Oct-79,74,175,2007,2007,G,1,Temple University,41,10.5,4.1,1.5,3.4,43.3,0.4,1.3,34.6,0.7,0.8,84.4,0,0.6,0.7,1.3,0.4,0,0.4,0,0.640021624,Power,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,Dickey Simpkins,6-Apr-72,81,248,1995,2002,F,1,Providence College,59,9.9,3.5,1.3,3.1,42.4,0,0,0,0.8,1.2,69.4,1,1.5,2.6,0.6,0.2,0.1,0.8,1,0.133745024,Power,Apr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,Ervin Johnson,21-Dec-67,83,245,1994,2006,C,1,University of New Orleans,45,6.2,2.6,1,2.4,41.5,0,0,0,0.6,1,63,1.1,1.6,2.6,0.2,0.2,0.5,0.5,1,0.348694792,scrappy,Dec
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,Terry Mills,21-Dec-67,82,230,1991,2001,F,1,University of Michigan,55,14.9,5.7,2.4,5.2,46.5,0,0.1,0,0.9,1.2,71.2,1.5,2.7,4.2,0.6,0.6,0.5,0.8,1,0.461446933,Power,Dec
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,Lindsey Hunter,3-Dec-70,74,170,1994,2010,G,1,Jackson State University,82,26.5,10.3,4.1,10.9,37.5,0.8,2.5,33.3,1.3,1.7,73.2,0.6,1.7,2.3,4.8,1.5,0.1,2.2,1,0.010148308,scrappy,Dec
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,Steve Henson,2-Feb-68,71,177,1991,1999,G,1,Kansas State University,68,10.1,3.1,1.2,2.8,41.8,0.3,0.8,33.3,0.6,0.6,90.5,0.2,0.5,0.8,1.9,0.5,0,0.6,1,0.425102308,scrappy,Feb
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Darrin Hancock,3-Nov-71,79,205,1995,1997,G-F,2,University of Kansas,46,9.2,3.3,1.5,2.6,56.2,0,0.1,33.3,0.3,0.8,41,0.3,0.8,1.2,0.7,0.4,0.1,0.7,0,0.874810516,Power,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,Sean Green,2-Feb-70,77,210,1992,1994,G-F,2,Iona College,35,7.3,4,1.8,4.5,39.2,0.1,0.3,20,0.4,0.8,53.6,0.6,0.6,1.2,0.6,0.4,0.2,0.8,0,0.054620132,scrappy,Feb
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,Tracy Murray,25-Jul-71,79,225,1993,2004,F,1,"University of California, Los Angeles",48,10.3,5.7,2.3,5.4,41.5,0.4,1.5,30,0.7,0.8,87.5,0.8,0.9,1.7,0.2,0.2,0.1,0.7,1,0.126249947,Power,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,Reggie Williams,5-Mar-64,79,190,1988,1997,F-G,2,Georgetown University,35,24.5,10.4,4.3,12.2,35.6,0.4,1.7,22.4,1.4,1.9,72.7,1.6,1.8,3.4,1.7,0.8,0.6,1.8,1,0.773176327,Power,Mar
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,Metta World Peace,13-Nov-79,78,260,2000,2017,F,1,St. John's University,72,31.1,12,4.3,10.5,40.7,0.8,2.7,31.4,2.6,3.9,67.4,0.9,3.4,4.3,2.8,1.6,0.5,2.3,1,0.126319907,Mid,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,Tim Perry,4-Jun-65,81,200,1989,1996,F-C,2,Temple University,62,9.9,4.1,1.7,3.2,53.7,0,0.1,25,0.6,1,61.5,1,1.1,2.1,0.3,0.3,0.5,0.6,1,0.806589507,Power,Jun
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,Jason Richardson,20-Jan-81,78,220,2002,2015,G,1,Michigan State University,80,32.9,14.4,5.8,13.6,42.6,1,3.1,33.3,1.8,2.6,67.1,1.6,2.7,4.3,3,1.3,0.4,2,1,0.670362672,Power,Jan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,Greg Monroe,4-Jun-90,83,265,2011,2018,C-F,2,Georgetown University,80,27.8,9.4,3.8,6.9,55.1,0,0,0,1.8,2.9,62.2,3.1,4.4,7.5,1.3,1.2,0.6,1,1,0.140276391,Power,Jun
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,Tracy Moore,28-Dec-65,76,200,1992,1997,G-F,2,University of Tulsa,42,18.6,8.5,3.1,7.7,40,0.7,2,35.7,1.5,1.9,83.3,0.7,1.2,2,1.1,0.8,0.1,1.1,1,0.145844578,Mid,Dec
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Ed Davis,5-Jun-89,82,240,2011,2018,F,1,University of North Carolina,65,24.6,7.7,3.3,5.7,57.6,0,0,0,1.1,2,55.5,2.6,4.5,7.1,0.6,0.6,1,0.7,1,0.540444714,Power,Jun
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Brandon Davies,25-Jul-91,82,240,2014,2015,F,1,Brigham Young University,51,11.3,2.8,1.1,2.5,42.2,0,0.2,20,0.7,1,64.2,0.7,1.4,2.1,0.5,0.5,0.2,0.7,0,0.718694726,Mid,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Bernard James,7-Feb-85,82,240,2013,2015,C,1,Florida State University,46,9.9,2.8,1.2,2.2,51.5,0,0,0,0.5,0.9,61,1.1,1.7,2.8,0.1,0.3,0.8,0.4,0,0.999123704,Power,Feb
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,Kurt Nimphius,13-Mar-58,82,218,1982,1990,C-F,2,Arizona State University,63,17.2,5.3,2.2,4.7,46.1,0,0,0,1,1.7,58.3,1.5,3.2,4.7,1,0.3,1.3,0.9,1,0.045655791,Mid,Mar
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,Rick Calloway,12-Dec-66,78,180,1991,1991,F,1,University of Kansas,64,10.6,3.2,1.2,3,39.1,0,0,0,0.9,1.2,69.6,0.4,0.8,1.2,1,0.3,0.1,0.8,0,0.569812597,Power,Dec
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,David Rivers,20-Jan-65,72,170,1989,1992,G,1,University of Notre Dame,47,9.4,2.9,1,2.6,40.2,0,0.1,16.7,0.7,0.9,83.3,0.3,0.6,0.9,2.3,0.5,0.2,1.3,0,0.48685023,Power,Jan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,Grant Gondrezick,19-Jan-63,77,205,1987,1989,G,1,Pepperdine University,64,13.1,5.5,2.1,4.7,45,0.1,0.3,23.5,1.2,1.7,70.1,0.7,1,1.7,1.3,0.4,0.1,0.9,0,0.727370977,Mid,Jan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,Mark Madsen,28-Jan-76,81,240,2001,2009,F,1,Stanford University,70,9.2,2,0.8,1.6,48.7,0,0,100,0.4,0.5,70.3,1.1,1.1,2.2,0.3,0.1,0.1,0.4,1,0.531604095,Power,Jan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,Sam Williams,22-Jan-45,75,180,1969,1970,G,1,University of Iowa,59,18.2,6.1,2.6,4.7,55.6,0,0,0,0.8,1.5,55.1,1.5,3.7,5.2,0.6,0.8,1.3,1.1,0,0.351404066,Power,Jan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Gerald Brown,28-Jul-75,76,210,1999,1999,G,1,Pepperdine University,33,7.2,2.4,1,2.7,37.1,0.1,0.3,30,0.3,0.4,78.6,0.2,0.5,0.7,0.9,0.1,0,0.7,0,0.484668146,Mid,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,Shavlik Randolph,24-Nov-83,82,240,2006,2015,F,1,Duke University,57,8.5,2.3,0.8,1.7,45.4,0,0,0,0.8,1.2,60.6,1,1.4,2.3,0.3,0.3,0.2,0.4,1,0.121520593,Power,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Demetris Nichols,4-Sep-84,80,216,2008,2009,F,1,Syracuse University,14,3.1,1.1,0.4,1.6,26.1,0.2,0.9,23.1,0,0,0,0,0.4,0.4,0.1,0,0.2,0.3,0,0.168982117,Power,Sep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,Jimmy Butler,14-Sep-89,80,236,2012,2018,F-G,2,Marquette University,42,8.5,2.6,0.8,1.9,40.5,0,0.3,18.2,1,1.3,76.8,0.5,0.8,1.3,0.3,0.3,0.1,0.3,1,0.019020973,Power,Sep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Buck Williams,8-Mar-60,80,215,1982,1998,F-C,2,University of Maryland,82,34.5,15.5,6.3,10.7,58.2,0,0,0,3,4.7,62.4,4.2,8,12.3,1.3,1,1,2.9,1,0.797597536,Power,Mar
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,Ronald Dupree,26-Jan-81,79,209,2004,2011,F,1,Louisiana State University,47,19,6.2,2.4,6,39.4,0.1,0.2,44.4,1.4,2.2,62.9,1.2,2.4,3.6,1.2,0.7,0.4,1.1,1,0.238402148,Power,Jan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Corliss Williamson,4-Dec-73,79,245,1996,2007,F,1,University of Arkansas,53,11.5,5.6,2.4,5.1,46.6,0,0.1,0,0.9,1.6,56,1.1,1.1,2.2,0.4,0.2,0.2,1.4,1,0.15952338,Power,Dec
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,Isaiah Whitehead,8-Mar-95,76,213,2017,2018,G,1,Seton Hall University,25,22.6,6.7,2.6,6.4,41.3,0.5,1.8,28.3,0.9,1.2,76.7,0.2,2,2.2,3,0.7,0.5,2.2,0,0.175653619,Mid,Mar
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,Lowes Moore,5-May-57,73,170,1981,1983,G,1,West Virginia University,71,19.8,7,3,6.7,44.4,0.1,0.4,14.8,1,1.3,75,0.6,1.8,2.4,3.2,0.9,0.2,1.5,0,0.930779056,scrappy,May
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,Paul McPherson,3-Jul-78,76,210,2001,2001,G,1,DePaul University,55,10.8,4.8,2,3.9,50.5,0,0.2,16.7,0.8,1.1,72.4,0.7,0.7,1.4,0.7,0.5,0.1,0.8,0,0.498108539,Power,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,Terry Catledge,22-Aug-63,80,220,1986,1993,F,1,University of South Alabama,64,17.1,7.7,3.2,6.7,46.9,0,0.1,0,1.4,2.2,64.7,1.7,2.6,4.3,0.3,0.5,0.1,1.1,1,0.318417039,scrappy,Aug
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,Tierre Brown,3-Jun-79,74,189,2002,2005,G,1,McNeese State University,40,10.1,3.1,1.2,2.9,42.6,0.1,0.3,33.3,0.5,0.7,75,0.3,0.8,1.1,1.8,0.5,0.1,1,0,0.752218812,scrappy,Jun
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,Tim Breaux,19-Sep-70,79,215,1995,1998,F,1,University of Wyoming,42,8.1,3,1.1,2.9,37.2,0.1,0.6,24,0.8,1.2,65.3,0.4,0.4,0.8,0.4,0.3,0.1,0.4,0,0.699236306,Mid,Sep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Arron Afflalo,15-Oct-85,77,210,2008,2018,G,1,"University of California, Los Angeles",75,12.9,3.7,1.3,3.2,41.1,0.1,0.6,20.8,0.9,1.2,78.2,0.5,1.3,1.8,0.7,0.4,0.1,0.5,1,0.765642032,Power,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,Jason Williams,18-Nov-75,73,190,1999,2011,G,1,University of Florida,50,36.1,12.8,4.6,12.3,37.4,2,6.5,31,1.6,2.1,75.2,0.3,2.8,3.1,6,1.9,0,2.9,1,0.627508958,Power,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Conner Henry,21-Jul-63,79,195,1987,1988,G,1,"University of California, Santa Barbara",54,6,2.3,0.9,2.5,33.8,0.2,0.8,31,0.3,0.5,63,0.1,0.5,0.6,0.6,0.2,0,0.5,0,0.789900051,scrappy,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,Vince Carter,26-Jan-77,78,220,1999,2018,G-F,2,University of North Carolina,50,35.2,18.3,6.9,15.3,45,0.4,1.3,28.8,4.1,5.4,76.1,1.9,3.8,5.7,3,1.1,1.5,2.2,1,0.659716747,Power,Jan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Darren Collison,23-Aug-87,72,175,2010,2018,G,1,"University of California, Los Angeles",76,27.8,12.4,4.9,10.4,47.7,0.6,1.5,40,1.9,2.3,85.1,0.5,2,2.5,5.7,1,0.1,2.7,1,0.56757679,Power,Aug
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,Domantas Sabonis,3-May-96,83,240,2017,2018,F-C,2,Gonzaga University,34,21.1,6.4,2.6,6,43.9,1,2.4,39.8,0.1,0.2,57.1,0.5,3.1,3.6,1.3,0.6,0.5,1.1,0,0.386223755,Mid,May
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Dale Davis,25-Mar-69,83,230,1992,2007,F-C,2,Clemson University,64,20.3,6.2,2.4,4.4,55.2,0,0,0,1.4,2.4,57.2,2.5,3.9,6.4,0.5,0.4,1.2,0.8,1,0.819668449,Power,Mar
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,Lavoy Allen,4-Feb-89,81,260,2012,2017,F-C,2,Temple University,41,15.2,4.1,1.9,4.1,47.3,0,0,0,0.3,0.3,78.6,1.1,3,4.2,0.8,0.3,0.4,0.5,1,0.921529378,Power,Feb
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,Jelani McCoy,6-Dec-77,82,245,1999,2008,C,1,"University of California, Los Angeles",26,12.7,5.1,2.2,2.9,73.7,0,0,0,0.8,1.6,50,1,2,3,0.2,0.4,0.8,0.4,1,0.758971727,Power,Dec
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,Tom Scheffler,27-Oct-54,83,240,1985,1985,C,1,Purdue University,39,6.9,1.3,0.5,1.3,41.2,0,0,0,0.3,0.5,50,0.5,1.5,1.9,0.3,0.2,0.3,0.4,0,0.060180152,Power,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,Jordan Crawford,23-Oct-88,76,195,2011,2018,G,1,Xavier University,42,24.5,11.7,4.6,11.9,38.4,0.8,3,25.8,1.7,2,86.9,0.7,1.8,2.5,2.8,0.9,0.1,2,0,0.707180496,Mid,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,Lawrence Roberts,20-Oct-82,81,240,2006,2007,F,1,Mississippi State University,33,5.5,1.5,0.6,1.3,45.5,0,0.1,0,0.3,0.7,47.8,0.8,0.7,1.5,0.2,0.2,0.1,0.1,0,0.43410872,Mid,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Bill Jones,18-Mar-66,79,175,1989,1989,F,1,University of Iowa,37,8.3,3.5,1.4,2.8,49,0,0,0,0.8,1.2,67.4,0.5,0.7,1.3,0.5,0.5,0.2,0.5,0,0.932967376,Power,Mar
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,LaPhonso Ellis,5-May-70,80,240,1993,2003,F,1,University of Notre Dame,82,33.5,14.7,5.9,11.7,50.4,0,0.2,15.4,2.9,3.9,74.8,3.3,5.7,9.1,1.8,0.9,1.4,1.9,1,0.958861252,Power,May
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,Eric Snow,24-Apr-73,75,190,1996,2008,G,1,Michigan State University,43,9,2.7,1,2.3,42,0,0.2,20,0.7,1.1,59.2,0.2,0.8,1,1.7,0.7,0,0.9,1,0.611224331,Power,Apr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Bob Martin,7-Oct-69,84,250,1994,1995,C,1,University of Minnesota,43,6.7,3.4,1.2,3.1,37.8,0.1,0.3,20,1,1.5,63.6,0.3,0.7,1,0.8,0.3,0.1,0.8,0,0.51340793,Power,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Bradley Beal,28-Jun-93,77,207,2013,2018,G,1,University of Florida,56,31.2,13.9,5,12.3,41,1.6,4.2,38.6,2.2,2.8,78.6,0.8,3,3.8,2.4,0.9,0.5,1.6,1,0.59492867,Power,Jun
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,Tony Battie,11-Feb-76,83,230,1998,2012,C-F,2,Texas Tech University,65,23.2,8.4,3.6,8.1,44.6,0,0.2,21.4,1.1,1.6,70.2,2.1,3.3,5.4,0.9,0.8,1.1,1.5,1,0.232641815,Mid,Feb
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,Randy Livingston,2-Apr-75,76,209,1997,2007,G,1,Louisiana State University,64,15.3,3.9,1.6,3.6,43.7,0.1,0.3,40.9,0.7,1,64.6,0.5,1,1.5,2.4,0.6,0.2,1.6,1,0.374209919,Power,Apr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,Marcus Liberty,27-Oct-68,80,205,1991,1994,F,1,University of Illinois at Urbana-Champaign,76,15.4,6.7,2.8,6.8,42.1,0.2,0.8,29.8,0.8,1.2,63,1.5,1.4,2.9,0.8,0.6,0.3,0.9,0,0.590063005,Power,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Anthony Davis,11-Mar-93,82,253,2013,2018,F-C,2,University of Kentucky,64,28.8,13.5,5.5,10.6,51.6,0,0.1,0,2.6,3.5,75.1,2.6,5.6,8.2,1,1.2,1.8,1.4,1,0.489594823,Power,Mar
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Bubba Wells,26-Jul-74,77,230,1998,1998,F,1,Austin Peay State University,39,10.1,3.3,1.2,3,41.4,0,0.2,16.7,0.8,1.1,72.1,0.6,1.2,1.7,0.9,0.4,0.1,0.8,0,0.438821797,scrappy,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,Steve Hamer,13-Nov-73,84,245,1997,1997,C,1,University of Tennessee,35,7.7,2.2,0.9,1.6,52.6,0,0.1,0,0.5,0.8,55.2,0.5,1.2,1.7,0.2,0.1,0.1,0.4,0,0.307142065,Power,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,Othella Harrington,31-Jan-74,81,235,1997,2008,F-C,2,Georgetown University,57,15.1,4.8,2,3.6,54.9,0,0.1,0,0.9,1.4,60.5,1.3,2.2,3.5,0.3,0.2,0.4,1,1,0.975617633,Power,Jan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,Scott Padgett,19-Apr-76,81,240,2000,2007,F,1,University of Kentucky,47,9.2,2.6,0.9,3,31.4,0.3,0.9,29.5,0.4,0.6,70.4,0.5,1.4,1.9,0.5,0.3,0.2,0.5,1,0.299904717,Power,Apr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,Luther Head,26-Nov-82,75,185,2006,2011,G,1,University of Illinois at Urbana-Champaign,80,28.9,8.8,3.2,7.9,40.3,1.4,3.9,36.1,1.1,1.5,69.9,0.4,2.9,3.3,2.7,1.1,0.1,1.5,1,0.585737439,Power,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
